binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,target,uniform corr 2,random choice 2,multicollinearity 2,uniform corr 1,multicollinearity 3,duplicate_2,random choice 7,pd qcut3,informative_1,random label num 14,multicollinearity 4,multicollinearity 1,outliers 1,correlated w target 2,outliers 2,pd qcut1,corr_feature_class,correlated w target 1,class,scaling_combined,random label num 4_label num lo 2,random label num 4_label num lo 3,random label num 4_label num lo 4,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
1,0.014,0.318,0.001,0.201,0.302,0.001,0.001,0.571,0.001,0.2594363889086312,0.3017299037828771,0,-0.5788223580811714,0.6922898183444292,-0.8069955704345512,-0.07835578106684737,0.41,0.188,-0.6937523923257333,0.065,-0.13455377699018317,1.0965184293437769,-4.925095856884012,1.614171475678417,-3.542026245582803,1,4.5519856327731265,1.7307343941993472,0.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.005,0.002,0.001,0.001,0.302,0.001,0.001,0.009,0.001,-0.45276742064520703,0.6230668932337595,0,-0.4620473478512764,0.7990493739700089,0.09027611533978407,-0.4458517693355142,0.096,0.188,-0.9469219163939934,0.065,-0.7579401154014157,-0.6788825112854099,-0.49305971068093735,2.1069405210211696,6.849829784438807,0,-9.659111297319823,1.4735455737475296,0.0,36469.37810491239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.502,0.201,0.001,0.291,0.001,0.002,0.001,1.2671595576895172,0.866863059799396,1,-1.4364443939734401,0.6603458005975952,-1.429336345843422,0.40678451565967944,0.102,0.185,-0.5880722367907769,0.059,-3.0601734293842595,-0.8644858320728491,-4.925095856884012,-8.242782782688199,5.169061237719596,0,2.908959608168005,-8.854087020766123,0.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.009,0.318,0.001,0.001,0.302,0.001,0.001,0.571,0.001,-2.3697176241528006,0.3755662997340272,0,1.3132806823241951,0.0019959253876901182,2.762190497884276,-1.0537227255320345,0.41,0.244,1.1350613393027644,0.065,2.228156338650745,0.7830696136541209,0.9276758812355402,-8.242782782688199,1.721889818779232,0,-1.7035107814764952,-8.854087020766123,0.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004,0.004,0.502,0.001,0.302,0.001,0.001,0.571,0.001,4.225195793806369,0.8430496052128433,0,-1.0533431855231656,0.7451547208410223,-0.6887296484244908,1.7325764617565267,0.096,0.193,-0.9901266761657183,0.072,-0.26693882641768174,-2.039474987531092,1.47368113645534,-8.242782782688199,3.871847938494837,0,3.594601412149652,4.481790505745343,1.0,25390.85294603721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.318,0.001,0.001,0.001,0.001,0.001,0.571,0.001,-1.840938587360667,0.1962682508391358,0,-0.6186922871846362,0.47543320502273617,0.6251994148562489,-0.9296958469712564,0.41,0.244,0.24438526100989266,0.072,-0.3807804659788429,-0.7708334128750753,-4.925095856884012,-8.242782782688199,-3.542026245582803,0,0.4434257549658005,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.009,0.318,0.502,0.001,0.302,0.001,0.001,0.012,0.001,-1.3424265978873327,0.23870092717485997,0,0.09102930920316014,0.23350574938030044,-1.0573854553954924,-0.5625211104857537,0.092,0.244,1.2184474142610393,0.065,-0.4911440791973501,-0.7936633549598497,-4.925095856884012,0.9769674445040755,6.9550626261155095,0,0.9744235146085141,-1.3153186392709575,0.0,25390.85294603721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.502,0.001,0.302,0.001,0.001,0.009,0.001,3.2076893380172815,0.9968321923168049,0,0.7335548727541802,0.9558195129028337,-1.1478949394351972,1.3519208663586624,0.41,0.193,-0.30540547921712224,0.056,-0.7450073144111221,-0.19942096873310175,1.2019067703173474,-2.240770711121648,4.587985855236266,1,-1.8766532084213337,0.8608647044123807,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.005,0.003,0.001,0.001,0.302,0.001,0.001,0.01,0.001,0.008750629059262494,0.1719766928916846,0,-0.12293838756237718,0.7193756899118156,0.5260196506609719,-0.1917245244209922,0.093,0.188,-0.6670096602624067,0.059,0.2726682447175771,1.11852623258037,1.2074700865852481,-8.242782782688199,6.150474147020656,0,-9.659111297319823,-4.630582732919593,1.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.003,0.001,0.001,0.302,0.291,0.108,0.571,0.155,2.5294969865004253,0.6414227339799713,1,-0.2844125761488089,0.0019959253876901182,-1.3323453716135274,1.2599289143999393,0.093,0.185,1.3231314385254935,0.063,-0.6321086918943701,1.111281004865658,-0.25247248934755046,2.805363005462593,3.341574136531231,1,9.235918825519033,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.007,0.318,0.001,0.001,0.302,0.001,0.001,0.571,0.001,-5.239180867834607,0.030247320674341386,0,1.3341159793787651,0.03753942895928855,0.2895414977871992,-2.759929159137869,0.11,0.093,-1.5198433279278174,0.056,1.3486031410922814,3.1776376208054224,-1.6032985887978526,-8.242782782688199,-3.542026245582803,0,-9.659111297319823,-3.9801749566336424,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.001,2.215054677090078,0.6997002051298282,0,1.3460978141502278,0.877491870149091,-1.9565384587698667,0.9642292694174067,0.41,0.185,0.24414336586013619,0.065,-2.958499831536486,0.09041020651978837,1.31671871174431,3.427053419288402,3.4360871848946752,1,-9.659111297319823,1.6665176310766414,1.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.502,0.001,0.001,0.291,0.001,0.01,0.001,-3.236547321048198,0.10374602769033969,1,-0.5827163206597464,0.1536044157061402,-0.2753421582529364,-1.4861158914536379,0.41,0.097,0.9348436399858013,0.183,-3.0601734293842595,-0.09916813358258109,-0.05437259513858977,-3.5383939129857085,-3.542026245582803,0,0.9380778192237469,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.021,0.318,0.001,0.201,0.302,0.291,0.001,0.009,0.001,4.398634221956116,0.809157424444507,0,-1.2515308847745463,0.7060711627717782,0.15184419093423263,2.2803709539480743,0.41,0.193,2.3932251665450046,0.065,-0.20367341583402437,-1.0771391941180655,-0.578584601250407,-8.242782782688199,-3.542026245582803,0,2.7912246714326714,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.318,0.001,0.001,0.001,0.001,0.001,0.571,0.155,0.9990251735747064,0.8682757707244988,1,1.5102665060008233,0.6013531949475825,-1.3448949066789708,0.4623117213912905,0.096,0.185,0.7218583300774956,0.053,-1.7312381489850808,1.128315531156916,-0.23571023958439483,-8.242782782688199,4.268357752067251,0,2.622016497043063,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.016,0.318,0.502,0.001,0.001,0.001,0.001,0.571,0.001,-3.6781902813074625,0.11182897975787864,1,1.0720778159035973,0.8206636202890244,-0.23294517698223294,-1.6956463572022686,0.41,0.093,0.9108972021046016,0.063,-0.50162489441613,1.3898121470763558,-4.925095856884012,-8.242782782688199,2.593952773194068,0,-9.659111297319823,-8.854087020766123,0.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.007,0.318,0.001,0.001,0.302,0.001,0.001,0.571,0.001,-3.9261557894132766,0.528555790778549,0,-0.453050244932699,0.4886146536444885,1.218611014871409,-2.1224284825287176,0.097,0.093,-1.3431434242962308,0.061,0.513016595725197,-0.1700373342418971,0.10987378852429983,-8.242782782688199,4.678656572714881,0,-5.740491890623792,-8.854087020766123,0.0,73166.01311337836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.502,0.001,0.001,0.001,0.001,0.571,0.001,-2.0385458730682515,0.13640485086520343,0,-0.6116394739520657,0.6042417799314241,-0.29136788505528327,-0.8964032761249375,0.102,0.244,1.154469553848263,0.068,-0.05688334982289596,-0.09592425131654875,1.0343956759943056,-1.1973402030875249,0.5826862751147379,0,4.672116488238796,-2.330583311792741,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.005,0.318,0.001,0.001,0.302,0.001,0.001,0.571,0.001,1.7316423883523286,0.8288582798597814,1,1.3591137289631456,0.46279217787265003,-0.7811997660289526,0.6293003591350479,0.41,0.185,-0.5473090907786242,0.183,-0.920724636079204,1.0221973370225779,-4.925095856884012,-8.242782782688199,-3.542026245582803,0,4.444622106236631,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.318,0.502,0.201,0.001,0.001,0.001,0.01,0.001,0.14215284106999754,0.3007610212636261,1,-0.42391270295778727,0.5789467181990273,0.7371342205306343,-0.14913164698100856,0.097,0.188,-0.8097903252279494,0.059,0.6646634271099974,-1.4410600902074848,-4.925095856884012,2.6504584851556405,2.3874986249339023,1,-3.1219797227078523,0.8108191761241261,0.0,25390.85294603721,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.007,0.318,0.502,0.001,0.302,0.001,0.001,0.571,0.001,-0.8790785347684474,0.15330671957359066,1,1.4265080193421875,0.3909790710285922,-2.246985924599272,-0.4069217932065444,0.41,0.188,0.7780493402488564,0.065,-1.7059713740502913,2.2278392088642156,0.12612074246346064,-8.242782782688199,2.715106557360861,0,-1.4400672572743698,2.0838844677550816,0.0,25390.85294603721,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.318,0.502,0.001,0.001,0.001,0.001,0.571,0.001,1.959468548136771,0.4767400257591081,0,-2.864306486268616,0.5237577721274995,0.7174400319487316,0.8029053980650279,0.11,0.185,-0.06010118208662685,0.063,0.5708909089503523,0.6378627619753641,-0.8290601714319559,1.4033816414737024,5.35296101742029,0,1.7902678107934678,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.502,0.001,0.001,0.291,0.001,0.006,0.001,1.9905248782360463,0.7740884624920211,1,-0.7793858700058709,0.5403245196528468,0.022308692782206097,0.7631217030674993,0.11,0.185,-0.45355530454380466,0.063,-0.13489103392635146,-0.3520823467645328,-0.22992556997002336,-8.242782782688199,-1.6234997258934603,0,2.4982206832675202,2.4242737373015615,1.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.003,0.001,0.502,0.001,0.001,0.291,0.001,0.009,0.001,5.838184608592287,0.9513330501046788,0,0.19971938649310175,0.950629345083555,-0.16448138643266957,2.2151740189700346,0.41,0.193,-2.9513438575181943,0.072,-0.1819954582973436,0.22024633035036045,1.0848525826756545,-8.242782782688199,-3.542026245582803,0,1.0258675175971628,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.006,0.001,0.502,0.001,0.001,0.001,0.001,0.571,0.001,5.875355061503324,0.8551354996909258,1,0.9525523688684109,0.607855224389459,-1.4197921246113525,2.7793418757053003,0.11,0.193,1.0118667498926492,0.065,-1.2604937136159602,1.1266758359146987,1.4279325731499666,1.8641656589182074,-0.22747184348871174,0,-9.659111297319823,1.8561640084416298,1.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.001,0.004,0.001,0.201,0.001,0.001,0.001,0.571,0.001,5.246007244224981,0.7542115523401077,0,0.13423044210061144,0.5748594561427803,-0.7646590299929754,2.2771856815591205,0.41,0.193,-0.4977201080203948,0.062,-3.0601734293842595,-1.0623009508674748,4.574301693214442,-8.242782782688199,-1.3054784890347477,1,0.07888956684256776,5.729245031661183,1.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008,0.318,0.001,0.001,0.302,0.291,0.001,0.571,0.001,-1.9990658160702375,0.2466110789041544,1,1.7225924921672453,0.13181049943419215,0.1293537313440332,-0.8606723524863586,0.092,0.244,1.279825601305368,0.072,-0.17283089123852308,1.6000929076356833,-0.2516002789752192,1.9274962644831999,-3.542026245582803,0,1.5826284115649476,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008,0.002,0.502,0.201,0.001,0.001,0.001,0.005,0.001,-2.9171360255915255,0.5168997199104585,1,-0.5235694915612189,0.31480062706619055,0.7930241158056418,-1.2171198784434243,0.092,0.097,1.8034703834107462,0.183,1.323456873744424,-0.5824544549534006,1.6813540544947414,-4.152591601411118,-3.542026245582803,0,-9.659111297319823,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.006,0.318,0.502,0.001,0.001,0.001,0.001,0.571,0.001,1.9801049571990699,0.5072759250339898,0,-0.6636451184034649,0.7779975010562921,-0.9154873331396651,0.9758676830026506,0.41,0.185,1.1236634749509327,0.183,-0.771983549776788,1.6792136956444876,-0.2832469705878722,-0.18970244040260043,-3.542026245582803,0,-0.4932562376247591,1.1021921995473567,1.0,54309.52331349734,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.005,0.502,0.001,0.001,0.001,0.001,0.571,0.001,1.611465330088089,0.7241485255981857,1,0.9972756164170166,0.25173773029425395,0.27232735099229627,0.7497508161575197,0.41,0.185,0.7324277845527631,0.065,0.3099458100919546,0.5334136390322596,-4.925095856884012,-0.753839064883618,2.3857772470645924,1,2.7343948095629713,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.001,0.001,0.302,0.001,0.001,0.011,0.001,3.114828244717483,0.7959921275049848,1,-0.6655443243269281,0.7759281579948356,-0.9639653742265757,1.182133355568282,0.41,0.193,-1.2217217718110982,0.068,-1.2825589823284744,-0.35881624671279394,-1.2845222363450204,-8.242782782688199,1.3676679780469554,0,-9.659111297319823,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.318,0.502,0.001,0.001,0.001,0.001,0.571,0.001,0.4617188888901921,0.4106987417078881,0,0.590534172517203,0.41919087021125556,0.7966635102498948,-0.00031944931038785374,0.096,0.188,-0.812763022688533,0.183,0.6592944030799314,0.6528052856800736,0.28694893674726724,0.4339079667711858,2.151555894318757,1,3.465255160610009,-0.14550428863976905,0.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.008,0.002,0.502,0.001,0.001,0.291,0.001,0.571,0.001,-3.418966127616766,0.1778685810858311,1,0.4921961198061703,0.3343845455688361,1.0095586325608148,-1.6120810143384738,0.41,0.093,0.6392461024900594,0.065,0.25696277624744024,0.43026499530210977,2.6888071587657207,-8.242782782688199,1.7874991113018197,0,-2.4719734837584815,-1.575209638200674,0.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.006,0.004,0.001,0.001,0.302,0.001,0.001,0.571,0.001,2.2578137054943217,0.0010304322508349723,0,0.6875917596650518,0.33917290685315515,0.5838394482137369,1.1009468548085939,0.41,0.185,1.090339402642999,0.183,0.8408728577772963,0.9083385268171914,0.6997915360405141,-2.688676522525681,3.000036411661302,0,5.5484608952651655,-8.854087020766123,1.0,25390.85294603721,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.502,0.201,0.001,0.001,0.001,0.009,0.001,-0.8710217838632358,0.0010304322508349723,1,-1.2531865751649776,0.39112432938442543,-0.24589003044227323,-0.6624565295691478,0.093,0.188,-1.101298496584862,0.061,-0.5331371913027515,-0.08900766530483321,4.822643288625273,-8.242782782688199,5.111092700780637,0,-9.659111297319823,-8.854087020766123,0.0,25390.85294603721,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.502,0.001,0.302,0.001,0.001,0.571,0.001,0.9936509884193867,0.5698528860082703,1,0.041503931205176633,0.9135615652264013,-1.688770033618087,0.3834070857675771,0.11,0.185,0.16815688158741204,0.183,-3.0601734293842595,0.09411707435463193,-4.925095856884012,-8.242782782688199,1.433331738447562,1,-9.659111297319823,2.5523656515043154,1.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.001,0.001,0.001,0.302,0.001,0.001,0.571,0.001,3.2135703670474993,0.0010304322508349723,0,-1.8133152092060567,0.5973833670202363,-0.1952970068959298,1.3318784769959877,0.41,0.193,-0.47057377060511607,0.063,0.36064907970683413,-1.7476002808049793,1.3311642738786886,-8.242782782688199,4.435892768651979,0,2.065583026055223,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.318,0.001,0.201,0.001,0.001,0.001,0.571,0.001,1.4254016295608485,0.5844499494235471,0,-0.5183007229615233,0.1428891621101292,0.3522428488117912,0.6184706216892584,0.41,0.185,0.4106431626972149,0.056,-0.37330448096878216,-0.39144690954305117,-1.1248758030164576,2.3267489887453134,1.5616154122097154,0,3.4532298814624744,6.329025715349514,1.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.008,0.502,0.001,0.302,0.001,0.001,0.571,0.001,5.674735765494103,0.8396135431889368,1,-1.325565848907106,0.9508868165003851,-0.8650236175592716,2.2304912983992695,0.096,0.193,-2.2871482146382,0.065,-1.003697377286707,-0.1326077999650778,-4.925095856884012,2.930925347172786,-3.542026245582803,1,-9.659111297319823,6.019426396199179,1.0,34974.748396830066,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.01,0.001,0.001,0.302,0.001,0.001,0.571,0.001,-0.008734687868487745,0.11060056288413195,0,0.8099794058400347,0.4791035787420523,1.072746457515417,-0.20352264821361532,0.096,0.188,-0.6933433273170824,0.183,-3.0601734293842595,0.32134901664018534,-0.7883334673070344,-8.242782782688199,1.3135221678997346,1,1.7661159452168227,-2.3664064259935875,0.0,25390.85294603721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.013,0.318,0.502,0.001,0.001,0.001,0.001,0.006,0.001,4.447269283480219,0.9953937695437495,1,-0.04150509142806524,0.8235529865003697,2.2853935578188045,1.7585643342570094,0.41,0.193,-1.5533582007203675,0.056,2.4383524205775395,-0.13093143783441613,-4.925095856884012,2.3806361629601684,3.4397254058583115,1,-9.659111297319823,4.8093923332209005,1.0,25390.85294603721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.502,0.001,0.001,0.291,0.001,0.571,0.155,3.89618863521536,0.9122613396695012,0,0.38792702455259587,0.9487266325839331,0.26046943239153236,1.6865595485775817,0.11,0.193,-0.21015535126988671,0.065,-0.06795304006972362,-0.138393785375134,-2.3631596301718205,-8.242782782688199,2.5535787649863013,1,1.269843162257101,1.6133806604442182,1.0,54894.217004010716,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.006,0.008,0.502,0.001,0.302,0.291,0.108,0.571,0.155,-0.18517150452492162,0.33195407015765643,0,-0.22747556849683986,0.46256867508916877,1.6213914839209242,-0.18840753825423762,0.41,0.188,0.013343664075324613,0.062,2.7815905410611363,-0.008672143742388236,0.8805359238121566,-8.242782782688199,5.835726437440356,0,0.8090510402887754,-5.287142166555215,1.0,25390.85294603721,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.008,0.001,0.502,0.001,0.001,0.291,0.001,0.571,0.001,2.7352200279607732,0.3974794127624439,0,-1.328632208673926,0.8220884637841825,-0.4213973429050147,1.342681521175686,0.41,0.185,1.2266595105731695,0.065,0.4551883351580209,-2.103633118939034,0.290778820128108,0.4192969327631668,1.9181366038956427,0,4.205972093773484,4.331946481893654,1.0,40130.52647842152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.005,0.001,0.201,0.001,0.291,0.001,0.005,0.001,2.2462115680807453,0.0010304322508349723,1,-2.101898586741134,0.6508366994449677,0.9453708929168119,0.8638347680672003,0.41,0.185,-0.5889498496232964,0.183,1.2443809532457972,-1.9306060121796835,-0.7278998900882019,-8.242782782688199,0.8944122708935063,1,-9.659111297319823,2.686970895505244,0.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.003,0.006,0.502,0.001,0.001,0.291,0.001,0.571,0.001,0.6667429006752156,0.44059716222098816,1,-0.7055320466402941,0.3724820687341608,-1.3733990710919224,0.22622284116672953,0.097,0.188,0.13529862227367517,0.183,-3.0601734293842595,-1.1709334557205526,-0.7566589419911516,-8.242782782688199,4.582905975074134,1,9.066553788223096,-0.8339766779819917,1.0,25390.85294603721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.318,0.001,0.001,0.001,0.001,0.001,0.011,0.001,-1.7711122660453322,0.0010304322508349723,0,-0.07348753871857171,0.5892948948296619,1.446702157368206,-1.0731389782974767,0.41,0.244,-1.0315917374263592,0.06,1.473976309556877,-1.139024682441993,-4.925095856884012,-8.242782782688199,3.7287601061358338,0,-1.4280840968079045,-0.5219191877394107,0.0,25390.85294603721,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.005,0.007,0.001,0.001,0.302,0.291,0.001,0.571,0.001,1.2924492050602434,0.08809905680809138,1,-0.28693709501330383,0.4883815068111813,0.28010458578840336,0.15784020554776512,0.102,0.185,-2.477976784455781,0.06,0.29093724072441335,1.2593929675240596,0.3721339456305303,-8.242782782688199,3.6664708277239475,0,5.099866913564544,-8.854087020766123,1.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.318,0.001,0.001,0.302,0.291,0.001,0.571,0.001,4.977033543390117,0.9812546382173286,0,1.3816493963537329,0.9843178908522925,-1.3962205725446526,1.9434404502283207,0.096,0.193,-2.0063418103151234,0.183,-3.0601734293842595,1.1870686732394269,-1.8889873027442166,3.2400703363040653,1.6327657899304744,1,6.2842874612006705,-8.854087020766123,1.0,32664.41178548316,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.001,0.318,0.502,0.201,0.001,0.001,0.001,0.571,0.001,0.7992885357109547,0.6844162508462872,1,-1.102493633209735,0.704436009126861,-0.6873748249834166,0.19000424293775575,0.41,0.188,-0.5757977250214588,0.056,-0.4061834292054471,-1.5973354180681556,-1.5826289288391675,-8.242782782688199,-3.542026245582803,1,-4.753165402848298,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008,0.005,0.001,0.001,0.001,0.291,0.108,0.571,0.155,-1.2589614815969117,0.7160779145235745,1,-2.864306486268616,0.6966985583951877,2.296409687511483,-0.8119873276525049,0.096,0.244,-0.872129559996768,0.062,1.9594047745246603,0.45566486598973927,0.7501261431648922,-8.242782782688199,1.365123455708686,0,-4.03046862594174,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.002,0.001,0.201,0.302,0.001,0.001,0.012,0.001,1.9564075877774552,0.4480090140851946,1,0.05253633079341608,0.7444112857094872,0.049569246764862615,0.4694086439340863,0.096,0.185,-2.4668800485199522,0.062,-0.30278185527591844,-0.18086440012994565,-0.1302226283709165,-8.242782782688199,0.8720389701653684,1,1.499964620082321,-1.4653542182092518,1.0,25390.85294603721,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.009,0.001,0.502,0.001,0.001,0.001,0.001,0.008,0.002,-2.8785874831433107,0.10502666527040716,0,-1.484796139623372,0.0019959253876901182,-0.27478598019674066,-1.44168863151693,0.41,0.097,0.04536295193130613,0.053,-0.4167451111449223,-0.7991215113736018,-4.925095856884012,-8.242782782688199,-3.542026245582803,0,-9.659111297319823,-8.854087020766123,0.0,25390.85294603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.002,0.001,0.001,0.001,0.291,0.001,0.571,0.001,4.4059892020703355,0.9125239031582498,1,-1.9360855673767952,0.0019959253876901182,-0.6892201848696702,2.2791794566003505,0.41,0.193,2.359697080268391,0.065,-3.0601734293842595,-2.0472277284149394,-1.777289144117716,2.9144090029988576,-3.542026245582803,0,-0.6392816315967216,-1.1797384964239015,1.0,39791.50517850031,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.003,0.502,0.201,0.302,0.001,0.001,0.009,0.001,-3.265048380703817,0.21164827544795223,1,1.5854115614448974,0.09184860196057454,0.5344674331765384,-1.4214010343988845,0.096,0.097,1.50034729559084,0.068,0.8624797820789686,1.3188786994687283,0.434465653466375,-8.242782782688199,2.533362735769188,0,-0.87719254555671,-4.044065179253833,0.0,25390.85294603721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
